,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,class,dups,edit_distance_avg,edit_distance_dict_0_,edit_distance_dict_10_,edit_distance_dict_1_,edit_distance_dict_2_,edit_distance_dict_3_,edit_distance_dict_4_,edit_distance_dict_5_,edit_distance_dict_6_,edit_distance_dict_7_,edit_distance_dict_8_,edit_distance_dict_9_,edit_distance_max,edit_distance_unique_dict_0_,edit_distance_unique_dict_10_,edit_distance_unique_dict_1_,edit_distance_unique_dict_2_,edit_distance_unique_dict_3_,edit_distance_unique_dict_4_,edit_distance_unique_dict_5_,edit_distance_unique_dict_6_,edit_distance_unique_dict_7_,edit_distance_unique_dict_8_,edit_distance_unique_dict_9_,flaps,imp_wd_dpath,imp_wd_spath,nadas,news,number_rare_ases,origin_0_,origin_1_,origin_2_,origin_changes,rare_ases_avg,rare_ases_max,timestamp,timestamp2,unique_as_path_avg,unique_as_path_max
201,676,489,2809,4,14,0,153,1.4896065330363772,1003,2,696,473,192,143,68,47,27,21,10,12,1003,2,696,473,192,143,68,47,27,21,10,184,1399,565,393,99,1,1228,0,330,112,0.000355998576005696,1,2001-09-26 16:49:07,1001522947,4,9
202,2391,1008,10121,4,13,0,282,1.9058857389552453,2085,4,1407,1338,812,254,745,246,19,24,11,11,2085,4,1407,1338,812,254,745,246,19,24,11,230,4500,1438,499,3140,198,2718,11,386,171,0.019563284260448573,2,2001-09-26 16:54:07,1001523247,4,11
203,875,4793,26626,5,17,0,11948,0.8816903658731426,14574,0,3593,4500,1155,328,752,81,20,15,4,14,14574,0,3593,4500,1155,328,752,81,20,15,4,294,10113,2246,435,1571,307,6220,26,740,118,0.011530083377150151,1,2001-09-26 16:59:07,1001523547,5,10
204,787,639,7742,3,15,0,428,1.269695109474115,2009,0,1488,573,391,120,98,106,50,38,8,11,2009,0,1488,573,391,120,98,106,50,38,8,208,2634,1302,315,2785,56,1986,1,403,78,0.007233273056057866,1,2001-09-26 17:04:07,1001523847,3,11
205,740,857,4907,4,13,0,197,1.2246026261230132,1933,3,1073,562,337,250,98,44,22,5,12,11,1933,3,1073,562,337,250,98,44,22,5,12,248,1790,1331,775,440,19,1543,0,193,163,0.0038720195638883227,1,2001-09-26 17:09:07,1001524147,4,9
206,684,1289,8670,2,14,0,843,1.0285829307568437,3160,2,2212,1249,579,156,39,30,16,2,3,11,3160,2,2212,1249,579,156,39,30,16,2,3,195,3912,1842,660,1008,8,2079,3,304,132,0.0009225092250922508,1,2001-09-26 17:14:07,1001524447,2,9
207,731,412,4046,4,14,0,144,1.1232952964096854,1676,2,876,531,243,111,80,41,16,12,2,11,1676,2,876,531,243,111,80,41,16,12,2,226,1703,1217,303,286,5,1419,0,273,77,0.0012345679012345679,1,2001-09-26 17:19:07,1001524747,4,10
208,449,629,3587,3,15,0,188,1.108345534407028,1550,1,942,487,186,136,51,15,18,13,0,12,1550,1,942,487,186,136,51,15,18,13,0,224,1506,1024,473,146,0,1477,19,326,133,0.0,0,2001-09-26 17:24:07,1001525047,3,11
209,578,784,3780,3,13,0,244,1.1873466048541041,1470,0,1096,590,216,158,46,80,7,1,1,11,1470,0,1096,590,216,158,46,80,7,1,1,298,1769,841,515,84,10,1327,1,214,94,0.002641310089804543,1,2001-09-26 17:29:07,1001525347,3,9
210,812,786,3956,4,17,0,455,1.2566300562550228,1544,6,695,1049,241,100,31,31,9,3,1,13,1544,6,695,1049,241,100,31,31,9,3,1,132,1971,897,278,215,4,1648,0,206,45,0.0010111223458038423,1,2001-09-26 17:34:07,1001525647,4,9
211,565,1394,5087,3,13,0,177,1.4694806538381957,1458,4,1494,970,553,97,79,97,60,13,4,11,1458,4,1494,970,553,97,79,97,60,13,4,243,3100,913,400,197,10,1726,0,290,115,0.001964636542239685,1,2001-09-26 17:39:07,1001525947,3,10
212,1803,702,5434,9,16,0,281,1.6201942533387292,1492,15,1163,1209,550,256,97,101,12,25,13,13,1492,15,1163,1209,550,256,97,101,12,25,13,197,3112,889,463,447,13,2227,0,336,279,0.002390145247288105,1,2001-09-26 17:44:07,1001526247,5,10
213,761,1605,6213,4,16,0,257,1.5209996528982992,2145,4,1172,1117,568,454,156,85,39,7,2,14,2145,4,1172,1117,568,454,156,85,39,7,2,193,3183,1589,540,398,6,2184,0,283,183,0.0009657170449058426,1,2001-09-26 17:49:07,1001526547,4,9
214,1584,1097,6384,4,14,0,470,1.4840657497484069,2219,1,1466,994,597,192,246,176,46,12,11,11,2219,1,1466,994,597,192,246,176,46,12,11,164,3468,1479,381,353,1,2054,0,186,198,0.00015664160401002505,1,2001-09-26 17:54:07,1001526847,4,9
215,1248,911,4672,4,23,0,173,2.4590043923865297,1149,99,954,648,445,245,81,145,81,81,11,20,1149,99,954,648,445,245,81,145,81,81,11,175,2510,698,542,477,6,1644,11,188,161,0.0012842465753424655,1,2001-09-26 17:59:07,1001527147,4,10
216,1923,2089,9457,4,19,0,345,1.9187195198199325,2366,129,2028,1611,543,690,263,86,97,54,23,15,2366,129,2028,1611,543,690,263,86,97,54,23,289,4826,1490,1047,1150,6,2704,3,242,144,0.0006341154090044388,1,2001-09-26 18:04:07,1001527447,4,11
217,1667,1933,8706,5,24,0,382,1.937158122376288,2646,142,1566,1391,1105,307,242,160,100,69,27,22,2646,142,1566,1391,1105,307,242,160,100,69,27,286,4267,1741,1185,716,1,2510,2,275,342,0.00011486331265793706,1,2001-09-26 18:09:07,1001527747,5,11
218,842,1005,4655,6,16,0,216,1.5518748562226825,1681,0,1117,669,292,144,62,186,160,31,5,9,1681,0,1117,669,292,144,62,186,160,31,5,321,2378,995,437,298,9,1700,0,264,212,0.001933404940923738,1,2001-09-26 18:14:07,1001528047,6,10
219,4414,2058,16549,4,16,0,1016,1.4634468197413566,7170,38,3258,1451,800,262,1604,165,262,83,15,13,7170,38,3258,1451,800,262,1604,165,262,83,15,571,7512,5246,811,1225,5,2361,0,229,72,0.0003020235578375113,1,2001-09-26 18:19:07,1001528347,4,11
220,1125,1362,5593,3,16,0,342,1.4958014554954282,1871,8,1390,1187,426,159,50,132,10,86,8,13,1871,8,1390,1187,426,159,50,132,10,86,8,286,3162,1088,481,200,11,1826,4,374,89,0.0019667441444662973,1,2001-09-26 18:24:07,1001528647,3,9
221,858,1575,6398,8,15,0,337,1.2768654052124242,2203,0,1481,1030,458,185,73,104,48,11,7,11,2203,0,1481,1030,458,185,73,104,48,11,7,385,2799,1379,702,754,76,1946,2,303,110,0.011878712097530478,2,2001-09-26 18:29:07,1001528947,5,11
222,889,1324,4440,8,20,0,287,1.4251173708920188,1500,15,1338,708,315,119,133,40,34,13,11,17,1500,15,1338,708,315,119,133,40,34,13,11,248,2380,857,488,141,43,1737,6,360,133,0.009684684684684685,1,2001-09-26 18:34:07,1001529247,4,11
223,2998,2447,15752,6,20,0,204,2.2692478072118365,2340,41,3796,1179,1119,1011,542,497,450,212,23,15,2340,41,3796,1179,1119,1011,542,497,450,212,23,207,8514,1779,583,4417,135,4846,4,520,451,0.008568164508758568,1,2001-09-26 18:39:07,1001529547,6,10
224,2328,3235,10076,3,16,0,197,2.6290615769143377,1317,15,2721,1081,809,995,569,604,425,200,44,13,1317,15,2721,1081,809,995,569,604,425,200,44,152,7185,886,382,1205,55,3221,1,254,284,0.005456349206349206,2,2001-09-26 18:44:07,1001529847,3,10
225,535,529,2770,2,17,0,142,1.5256312165263963,1094,3,609,399,134,113,74,92,50,24,8,12,1094,3,609,399,134,113,74,92,50,24,8,179,1333,676,284,132,3,1270,4,180,68,0.0010830324909747292,1,2001-09-26 18:49:07,1001530147,2,10
226,507,340,3033,4,19,0,161,1.4221804511278195,1075,8,864,275,130,55,128,27,26,33,3,13,1075,8,864,275,130,55,128,27,26,33,3,103,1464,759,173,356,8,1282,0,175,113,0.0026376524892845372,1,2001-09-26 18:54:07,1001530447,4,9
227,894,1022,12519,8,15,0,1896,1.0389797253106603,3774,5,1939,1048,413,157,109,63,45,78,13,12,3774,5,1939,1048,413,157,109,63,45,78,13,218,3585,1607,339,4570,477,4238,2,362,157,0.038099041533546325,2,2001-09-26 18:59:07,1001530747,4,11
228,1175,1941,7976,2,16,0,333,1.3150046598322458,2182,1,1906,1431,568,110,66,60,70,39,2,12,2182,1,1906,1431,568,110,66,60,70,39,2,129,3943,1661,372,1528,145,2387,0,263,121,0.01817953861584754,1,2001-09-26 19:04:07,1001531047,2,9
229,3450,3689,128881,3,23,0,18513,0.7340726244835833,24849,32,5543,2707,1570,1089,258,278,235,87,117,13,24849,32,5543,2707,1570,1089,258,278,235,87,117,634,11399,5525,721,92045,2581,40942,97,3475,180,0.02002249718785152,2,2001-09-26 19:09:07,1001531347,3,10
230,1870,2659,12421,2,17,0,1477,1.500431331953071,5004,62,2509,1496,967,765,262,176,95,141,67,13,5004,62,2509,1496,967,765,262,176,95,141,67,243,5835,3191,846,581,52,3673,2,370,124,0.004186458417196683,1,2001-09-26 19:14:07,1001531647,2,11
231,2724,3295,14199,3,16,0,615,1.897830310880829,4701,123,2423,1363,1412,1210,139,93,533,226,115,13,4701,123,2423,1363,1412,1210,139,93,533,226,115,310,6641,3465,1321,1050,62,3169,26,223,89,0.0043665046834284104,1,2001-09-26 19:19:07,1001531947,3,10
232,2268,1960,91210,2,23,0,74791,0.15285361450453544,84096,101,3085,1560,552,357,191,111,90,92,44,14,84096,101,3085,1560,552,357,191,111,90,92,44,232,5713,8822,731,857,1592,28003,87,2535,116,0.0174511652379804,2,2001-09-26 19:24:07,1001532247,2,10
233,1667,1907,10112,6,21,0,543,1.106785203351727,5230,6,1829,1170,561,623,114,134,44,23,38,18,5230,6,1829,1170,561,623,114,134,44,23,38,229,4247,4293,474,273,10,2526,11,225,145,0.0009889240506329117,1,2001-09-26 19:29:07,1001532547,6,11
234,2148,2526,72771,3,23,0,59126,0.20567238516878805,65052,7,2976,2570,1006,228,190,138,10,29,72,11,65052,7,2976,2570,1006,228,190,138,10,29,72,426,7042,5424,262,390,1317,23280,79,1999,95,0.0180948847945262,2,2001-09-26 19:34:07,1001532847,3,12
235,1608,1404,57954,2,21,0,45462,0.18788827982250064,52629,4,2111,1381,575,229,236,205,25,18,35,18,52629,4,2111,1381,575,229,236,205,25,18,35,642,4390,6349,622,377,1125,18939,20,1450,115,0.019410607681424483,2,2001-09-26 19:39:07,1001533147,2,8
236,3236,2630,13061,5,24,0,1329,1.6103794903763735,4631,58,2994,2788,835,945,133,98,47,31,139,22,4631,58,2994,2788,835,945,133,98,47,31,139,330,7664,2848,662,210,21,3487,2,336,264,0.001607840134752316,1,2001-09-26 19:44:07,1001533447,5,9
237,2267,1663,9203,4,14,0,641,1.2430555555555556,3530,8,2312,1585,712,355,139,50,15,11,62,11,3530,8,2312,1585,712,355,139,50,15,11,62,374,4978,2419,372,384,7,2804,12,295,86,0.0007599609162957334,1,2001-09-26 19:49:07,1001533747,4,11
238,2063,2178,10388,4,14,0,454,1.2759063518719749,3899,2,2717,1994,724,333,197,149,79,18,5,11,3899,2,2717,1994,724,333,197,149,79,18,5,465,5503,2874,827,197,8,3410,2,200,118,0.0007701193685021178,1,2001-09-26 19:54:07,1001534047,4,10
239,1486,2291,9488,3,19,0,314,1.349867139061116,3621,5,2024,1738,611,677,196,86,22,29,18,13,3621,5,2024,1738,611,677,196,86,22,29,18,434,4825,2729,730,445,27,2842,0,311,123,0.002845699831365936,1,2001-09-26 19:59:07,1001534347,3,11
240,2195,3076,17724,4,15,0,1909,0.9908450704225352,9013,4,3691,2316,822,691,150,116,122,60,48,13,9013,4,3691,2316,822,691,150,116,122,60,48,563,7510,6325,733,622,27,4843,0,402,197,0.0015233581584292485,1,2001-09-26 20:04:07,1001534647,4,11
241,1734,2896,29400,4,19,0,12051,0.6805444633494219,18746,18,5188,2817,997,473,166,120,136,47,83,12,18746,18,5188,2817,997,473,166,120,136,47,83,644,8943,5727,1434,379,209,7039,25,590,188,0.007108843537414966,1,2001-09-26 20:09:07,1001534947,4,13
242,1178,1552,6889,6,17,0,398,1.2675216224276766,2814,11,1664,1173,524,163,135,131,53,31,1,12,2814,11,1664,1173,524,163,135,131,53,31,1,180,3549,2081,498,168,23,2398,0,145,68,0.003338655828131805,1,2001-09-26 20:14:07,1001535247,6,11
243,1034,2032,8533,8,15,0,359,1.260234271223282,3386,6,2341,1166,703,322,146,59,42,65,44,12,3386,6,2341,1166,703,322,146,59,42,65,44,529,3864,2210,1319,220,6,1971,0,352,189,0.000703152466893238,1,2001-09-26 20:19:07,1001535547,5,9
244,1685,1686,8410,5,24,0,477,1.6155220832269594,2885,30,2105,1171,636,278,358,157,55,45,41,22,2885,30,2105,1171,636,278,358,157,55,45,41,205,4324,2085,743,461,9,2672,2,279,198,0.001070154577883472,1,2001-09-26 20:24:07,1001535847,5,9
245,906,1065,5216,3,15,0,429,1.2868,2000,0,1506,628,446,129,113,78,58,23,11,12,2000,0,1506,628,446,129,113,78,58,23,11,218,2667,1198,488,205,0,1720,0,270,79,0.0,0,2001-09-26 20:29:07,1001536147,3,10
246,1453,2364,9486,8,17,0,459,1.4046705405109088,3439,3,2477,1325,905,359,293,254,38,19,1,11,3439,3,2477,1325,905,359,293,254,38,19,1,319,5238,2467,638,335,3,1973,0,368,141,0.00031625553447185326,1,2001-09-26 20:34:07,1001536447,4,9
247,1705,1472,7026,4,19,0,418,2.0757671622904144,2064,5,1287,1112,404,195,223,862,134,8,14,12,2064,5,1287,1112,404,195,223,862,134,8,14,289,3932,1180,503,663,15,1871,0,208,116,0.002134927412467976,1,2001-09-26 20:39:07,1001536747,4,9
248,1453,1634,7274,2,16,0,500,1.7069719953325555,2498,4,1789,892,503,169,218,711,49,13,4,11,2498,4,1789,892,503,169,218,711,49,13,4,195,4098,1644,419,395,13,2410,0,249,93,0.0017871872422326094,1,2001-09-26 20:44:07,1001537047,2,10
249,1156,1078,6424,5,19,0,306,1.273161099226592,2726,6,1342,1020,449,172,154,130,28,26,4,17,2726,6,1342,1020,449,172,154,130,28,26,4,188,2951,2123,509,328,9,2241,1,241,115,0.0014009962640099626,1,2001-09-26 20:49:07,1001537347,5,11
250,1467,1592,6487,3,13,0,272,1.778874458874459,1590,2,1366,998,1186,127,261,223,11,4,4,15,1590,2,1366,998,1186,127,261,223,11,4,4,169,3840,1057,437,620,5,1588,0,104,106,0.0007707723138584863,1,2001-09-26 20:54:07,1001537647,3,10
251,878,1003,4587,4,19,0,162,1.5284181693677243,1711,24,1250,519,304,189,193,78,55,10,3,16,1711,24,1250,519,304,189,193,78,55,10,3,251,2207,1226,535,189,13,1823,0,187,147,0.002831627096493139,1,2001-09-26 20:59:07,1001537947,4,9
252,1102,1496,5934,3,24,0,189,1.837549692808096,1806,48,1193,1244,488,325,168,68,50,37,39,19,1806,48,1193,1244,488,325,168,68,50,37,39,202,3093,1302,748,350,13,2459,0,269,203,0.0021907650825749914,2,2001-09-26 21:04:07,1001538247,3,11
253,1133,1310,8200,5,15,0,515,1.0921014701643126,2952,8,2212,923,432,154,154,45,20,15,13,11,2952,8,2212,923,432,154,154,45,20,15,13,307,3532,1972,612,1133,29,2114,0,197,120,0.0035365853658536586,1,2001-09-26 21:09:07,1001538547,5,9
254,776,594,3820,3,14,0,229,1.4635274904735982,1540,11,905,572,220,97,73,186,9,29,4,17,1540,11,905,572,220,97,73,186,9,29,4,104,1985,1161,195,134,15,1488,0,160,50,0.003926701570680628,1,2001-09-26 21:14:07,1001538847,3,9
255,2094,1490,8270,3,17,0,421,1.6064067218064857,2716,2,1867,1023,1033,359,218,235,96,44,16,14,2716,2,1867,1023,1033,359,218,235,96,44,16,263,4384,1853,696,615,4,2425,0,250,305,0.00048367593712212825,1,2001-09-26 21:19:07,1001539147,3,10
256,749,778,4289,4,18,0,256,1.3590047393364928,1709,7,1174,550,383,145,94,63,31,38,6,13,1709,7,1174,550,383,145,94,63,31,38,6,278,2192,1056,438,62,10,1903,0,211,93,0.0023315458148752623,1,2001-09-26 21:24:07,1001539447,4,11
257,791,656,3900,4,17,0,173,1.4723415682062302,1273,20,1215,491,313,182,117,45,27,20,12,14,1273,20,1215,491,313,182,117,45,27,20,12,226,2072,806,447,95,3,1672,0,186,69,0.0007692307692307692,1,2001-09-26 21:29:07,1001539747,4,11
258,475,443,2923,3,17,0,195,1.3350135711516091,1092,4,599,403,233,118,44,32,35,11,5,15,1092,4,599,403,233,118,44,32,35,11,5,249,1280,567,288,321,0,1358,0,219,48,0.0,0,2001-09-26 21:34:07,1001540047,3,9
259,986,503,3557,4,14,0,174,1.3346456692913389,1049,6,1013,573,151,45,129,33,22,24,3,10,1049,6,1013,573,151,45,129,33,22,24,3,155,1812,652,255,484,8,1320,0,142,48,0.0022490863086870967,1,2001-09-26 21:39:07,1001540347,4,12
260,1518,1697,7664,13,17,0,447,1.4454833141542005,2722,16,1704,1224,651,203,202,82,52,12,7,15,2722,16,1704,1224,651,203,202,82,52,12,7,255,3296,1842,1112,266,0,2256,0,214,105,0.0,0,2001-09-26 21:44:07,1001540647,6,13
261,978,1016,4987,3,19,0,190,1.5739000427167875,1767,50,1215,776,393,181,100,65,47,9,2,13,1767,50,1215,776,393,181,100,65,47,9,2,322,2554,1168,448,290,15,2282,18,179,115,0.00300782033286545,1,2001-09-26 21:49:07,1001540947,3,10
262,889,921,4074,4,16,0,215,1.5074968233799235,1355,14,1001,955,229,120,126,44,28,17,11,12,1355,14,1001,955,229,120,126,44,28,17,11,180,2284,874,382,133,18,1539,0,168,83,0.004418262150220913,1,2001-09-26 21:54:07,1001541247,4,10
263,1560,1090,6650,3,15,0,259,1.4788666249217282,2455,16,1782,774,674,173,224,116,82,55,4,13,2455,16,1782,774,674,173,224,116,82,55,4,256,3385,1769,719,241,10,1990,9,283,298,0.001503759398496241,1,2001-09-26 21:59:07,1001541547,3,11
264,1516,1218,6079,6,15,0,382,1.64498933901919,2055,8,1226,1004,575,131,185,389,28,14,8,12,2055,8,1226,1004,575,131,185,389,28,14,8,253,3026,1277,690,415,10,2074,0,192,118,0.0016450074025333116,3,2001-09-26 22:04:07,1001541847,6,11
265,973,1265,5423,3,24,0,327,1.5760414590392664,1881,28,1114,927,480,180,152,122,99,20,4,13,1881,28,1114,927,480,180,152,122,99,20,4,260,2428,1172,830,345,2,1784,0,180,107,0.00036879955744053113,1,2001-09-26 22:09:07,1001542147,3,12
266,962,698,4124,4,17,0,409,1.3254912099276113,1524,11,899,860,329,92,70,9,38,7,2,12,1524,11,899,860,329,92,70,9,38,7,2,239,2010,796,414,233,0,1528,16,246,128,0.0,0,2001-09-26 22:14:07,1001542447,4,10
267,572,571,3121,5,16,0,206,1.4432636270140555,1195,21,679,482,241,132,75,23,13,24,24,15,1195,21,679,482,241,132,75,23,13,24,24,139,1471,765,336,174,4,1406,0,94,34,0.001281640499839795,1,2001-09-26 22:19:07,1001542747,5,9
268,2631,2612,9480,3,15,0,176,1.6512003444934868,1418,6,2718,3982,560,307,185,59,43,3,2,11,1418,6,2718,3982,560,307,185,59,43,3,2,167,7545,989,412,179,7,1923,0,360,175,0.0007379295804343242,1,2001-09-26 22:24:07,1001543047,3,10
269,683,731,4204,10,14,0,228,1.4809803420985448,1637,9,887,710,268,122,95,64,63,18,6,22,1637,9,887,710,268,122,95,64,63,18,6,193,1965,1127,404,273,1,1671,2,317,81,0.0002378686964795433,1,2001-09-26 22:29:07,1001543347,5,12
270,1225,1158,5150,3,15,0,344,1.5957834988850599,1475,9,1388,885,662,242,126,54,53,18,16,12,1475,9,1388,885,662,242,126,54,53,18,16,183,2899,797,710,169,3,1524,0,290,47,0.0005825242718446602,1,2001-09-26 22:34:07,1001543647,3,11
271,812,1059,4692,4,15,0,265,1.4399913344887347,1745,10,1184,815,364,240,125,22,37,44,14,12,1745,10,1184,815,364,240,125,22,37,44,14,599,2110,752,890,69,5,1585,0,297,266,0.0010656436487638534,1,2001-09-26 22:39:07,1001543947,4,11
272,757,526,3928,4,15,0,161,1.4770514603616134,1359,11,768,594,543,133,98,51,26,7,3,11,1359,11,768,594,543,133,98,51,26,7,3,138,1957,1009,330,301,16,1557,0,313,135,0.004073319755600814,1,2001-09-26 22:44:07,1001544247,4,9
273,496,674,3553,4,12,0,223,1.2576898932831135,1555,10,648,424,247,63,134,32,38,30,3,12,1555,10,648,424,247,63,134,32,38,30,3,204,1315,1006,438,356,1,1302,0,300,91,0.0002814522938361948,1,2001-09-26 22:49:07,1001544547,4,10
274,670,542,3120,4,22,0,209,1.5405405405405406,1183,30,774,561,192,99,73,38,13,14,5,20,1183,30,774,561,192,99,73,38,13,14,5,152,1635,762,276,45,1,1179,0,178,66,0.0003205128205128205,1,2001-09-26 22:54:07,1001544847,2,11
275,336,327,1647,5,18,0,103,1.5662042875157631,663,6,376,180,154,74,51,16,23,17,5,16,663,6,376,180,154,74,51,16,23,17,5,127,790,377,189,59,0,887,0,155,46,0.0,0,2001-09-26 22:59:07,1001545147,5,10
276,2273,1948,7804,3,18,0,390,2.5077399380804954,1852,99,1100,1519,778,1018,534,169,105,55,68,16,1852,99,1100,1519,778,1018,534,169,105,55,68,274,5154,1135,476,264,14,2169,5,331,497,0.0017939518195797027,1,2001-09-26 23:04:07,1001545447,3,13
277,883,538,4315,2,15,0,210,1.5756457564575646,1242,1,799,854,496,170,162,44,13,3,3,11,1242,1,799,854,496,170,162,44,13,3,3,182,2347,788,267,517,13,1358,5,204,59,0.0030127462340672076,2,2001-09-26 23:09:07,1001545747,2,11
278,475,1057,3689,3,14,0,168,1.5853588790391764,1218,5,622,761,579,151,71,28,28,18,15,11,1218,5,622,761,579,151,71,28,28,18,15,179,1950,763,437,169,16,1299,0,126,50,0.00433721875847113,1,2001-09-26 23:14:07,1001546047,3,11
279,961,790,3999,3,18,0,238,1.4152,1402,0,934,728,340,172,83,24,14,10,1,12,1402,0,934,728,340,172,83,24,14,10,1,256,1934,749,573,214,1,1464,0,290,74,0.00025006251562890725,1,2001-09-26 23:19:07,1001546347,3,10
280,517,592,2830,5,20,0,132,1.6093692364441166,1169,12,478,394,247,168,103,61,46,5,3,12,1169,12,478,394,247,168,103,61,46,5,3,208,1076,719,576,61,0,1022,0,143,14,0.0,0,2001-09-26 23:24:07,1001546647,5,10
281,627,660,3596,2,16,0,246,1.43664830385619,1387,1,863,490,399,113,75,41,19,10,1,14,1387,1,863,490,399,113,75,41,19,10,1,286,1778,705,434,131,0,1288,0,230,179,0.0,0,2001-09-26 23:29:07,1001546947,2,10
282,327,306,1765,5,18,0,100,1.4309494451294698,633,0,410,277,140,62,36,19,8,30,0,16,633,0,410,277,140,62,36,19,8,30,0,116,813,360,233,135,13,932,0,105,31,0.007365439093484419,1,2001-09-26 23:34:07,1001547247,5,11
283,728,306,2657,2,17,0,165,1.2708154506437768,965,2,584,394,238,63,45,9,5,4,1,15,965,2,584,394,238,63,45,9,5,4,1,119,1189,629,228,318,2,1006,0,258,55,0.0007527286413248022,1,2001-09-26 23:39:07,1001547547,2,13
284,2394,2210,22870,3,22,0,3272,1.0285282188767444,7489,8,3191,2193,776,306,293,99,21,124,3,18,7489,8,3191,2193,776,306,293,99,21,124,3,376,5358,3605,1936,8240,543,6778,12,609,144,0.023741856499497185,1,2001-09-26 23:44:07,1001547847,3,9
285,1086,2703,14427,6,21,0,602,0.6985805535841022,7872,0,3966,1409,565,131,75,52,11,5,4,9,7872,0,3966,1409,565,131,75,52,11,5,4,256,5861,6903,468,243,226,3991,8,451,75,0.015663986692542282,1,2001-09-26 23:49:07,1001548147,6,9
286,874,942,4699,3,16,0,358,1.1923335574983187,1941,0,1016,781,387,227,70,23,2,0,0,13,1941,0,1016,781,387,227,70,23,2,0,0,445,1947,950,761,219,0,1665,0,260,99,0.0,0,2001-09-26 23:54:07,1001548447,3,10
287,800,970,5681,6,15,0,418,1.0900953492897452,2704,0,949,675,306,262,154,64,19,4,2,9,2704,0,949,675,306,262,154,64,19,4,2,227,2095,1927,472,447,9,1928,3,279,62,0.0015842281288505546,1,2001-09-26 23:59:07,1001548747,6,13
288,317,384,2026,3,13,0,35,1.567132867132867,516,1,333,197,199,73,82,14,4,6,5,10,516,1,333,197,199,73,82,14,4,6,5,62,693,390,250,588,36,502,0,62,62,0.01776900296150049,2,2001-09-27 00:04:07,1001549047,3,10
